MS.Zoning,Street,Lot.Shape,Land.Contour,Utilities,Lot.Config,Land.Slope,Neighborhood,Condition.1,Condition.2,Bldg.Type,House.Style,Overall.Qual,Year.Built,Year.Remod.Add,Roof.Style,Roof.Matl,Exterior.1st,Exterior.2nd,Mas.Vnr.Type,Mas.Vnr.Area,Exter.Qual,Exter.Cond,Foundation,Bsmt.Qual,Bsmt.Cond,Bsmt.Exposure,BsmtFin.Type.1,BsmtFin.Type.2,Total.Bsmt.SF,Heating,Heating.QC,Central.Air,Electrical,X1st.Flr.SF,Full.Bath,Kitchen.Qual,TotRms.AbvGrd,Functional,Fireplace.Qu,Garage.Type,Garage.Yr.Blt,Garage.Finish,Garage.Cars,Garage.Area,Garage.Qual,Garage.Cond,Paved.Drive,Sale.Type,Sale.Condition,SalePrice
RL,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,RRNe,Norm,1Fam,1Story,5,1965,1965,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,984.0,GasA,TA,Y,SBrkr,984,1,TA,5,Typ,NA,Attchd,1965.0,Unf,1.0,310.0,TA,TA,Y,WD ,Normal,126000
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,1Fam,1Story,5,1968,1968,Gable,CompShg,Plywood,Plywood,BrkFace,90.0,TA,TA,CBlock,TA,TA,No,BLQ,Rec,882.0,GasA,TA,Y,SBrkr,909,1,TA,5,Typ,NA,Attchd,1968.0,Unf,1.0,294.0,TA,TA,Y,COD,Normal,116000
RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,1Fam,1Story,5,1963,1963,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,TA,TA,No,ALQ,Unf,925.0,GasA,Gd,Y,SBrkr,925,1,TA,5,Typ,NA,Detchd,1990.0,Unf,2.0,484.0,TA,TA,Y,WD ,Normal,133500
RL,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,1965,1965,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,1024.0,GasA,TA,Y,SBrkr,1024,1,TA,5,Typ,NA,Attchd,1965.0,Unf,1.0,308.0,TA,TA,Y,WD ,Normal,120875
RL,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,1965,1965,Hip,CompShg,HdBoard,Plywood,BrkFace,114.0,TA,TA,CBlock,TA,TA,No,BLQ,LwQ,935.0,GasA,TA,Y,SBrkr,935,1,TA,5,Typ,NA,Attchd,1965.0,Unf,1.0,288.0,TA,TA,Y,WD ,Normal,137000
RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,1964,1964,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,912.0,GasA,TA,N,SBrkr,912,1,TA,6,Typ,NA,NA,0.0,NA,0.0,0.0,NA,NA,Y,WD ,Normal,124000
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,1961,1994,Gable,CompShg,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,912.0,GasA,TA,Y,SBrkr,1236,1,TA,6,Typ,TA,Attchd,1961.0,Unf,1.0,288.0,TA,TA,Y,WD ,Normal,135000
RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,1967,1967,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,Mn,Rec,Unf,912.0,GasA,TA,Y,SBrkr,941,1,TA,6,Typ,Po,Attchd,1967.0,Unf,1.0,288.0,TA,TA,Y,WD ,Normal,129200
RL,Pave,IR1,Low,AllPub,Corner,Gtl,Veenker,Norm,Norm,1Fam,SLvl,7,1974,1974,Gable,CompShg,WdShing,Wd Sdng,BrkFace,145.0,Gd,Fa,CBlock,Gd,TA,Gd,ALQ,BLQ,1748.0,GasA,Gd,Y,SBrkr,2151,2,Gd,9,Mod,TA,Attchd,1974.0,RFn,2.0,550.0,TA,TA,Y,WD ,Normal,260000
RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,1991,1992,Hip,CompShg,HdBoard,HdBoard,BrkFace,284.0,Gd,TA,CBlock,Gd,TA,No,Unf,Unf,1288.0,GasA,Ex,Y,SBrkr,1301,2,Gd,9,Typ,TA,Attchd,1991.0,Unf,2.0,462.0,TA,TA,Y,WD ,Normal,260000
RL,Pave,Reg,HLS,AllPub,Inside,Mod,NoRidge,Norm,Norm,1Fam,2Story,8,1992,1993,Gable,CompShg,HdBoard,ImStucc,BrkFace,692.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,Unf,1334.0,GasA,Ex,Y,SBrkr,1520,2,Gd,9,Typ,TA,Attchd,1992.0,RFn,3.0,888.0,TA,TA,Y,WD ,Normal,334000
RL,Pave,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,1993,1993,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,Gd,PConc,Gd,Gd,No,GLQ,Unf,1338.0,GasA,Ex,Y,SBrkr,1352,2,Gd,10,Typ,TA,Attchd,1993.0,RFn,3.0,796.0,TA,TA,Y,WD ,Abnorml,310000
RL,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,1992,2000,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1095.0,GasA,Ex,Y,SBrkr,1166,2,Gd,9,Typ,TA,Attchd,1992.0,RFn,2.0,590.0,TA,TA,Y,WD ,Normal,268000
RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,1Story,8,1994,1995,Gable,CompShg,ImStucc,ImStucc,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1624.0,GasA,Ex,Y,SBrkr,1624,2,Gd,5,Typ,Fa,Attchd,1994.0,RFn,3.0,757.0,TA,TA,Y,WD ,Normal,262000
FV,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,7,2004,2004,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,1143.0,GasA,Ex,Y,SBrkr,1143,1,Gd,5,Typ,Gd,Attchd,2004.0,RFn,2.0,588.0,TA,TA,Y,WD ,Normal,176400
FV,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,8,2005,2005,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1247.0,GasA,Ex,Y,SBrkr,1247,1,Gd,4,Typ,Gd,Attchd,2005.0,Fin,2.0,550.0,TA,TA,Y,WD ,Normal,197000
FV,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,2005,2005,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,Unf,600.0,GasA,Ex,Y,SBrkr,520,2,Gd,4,Typ,NA,Detchd,2005.0,RFn,2.0,480.0,TA,TA,Y,WD ,Normal,151000
FV,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7,2005,2005,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,600.0,GasA,Ex,Y,SBrkr,520,2,Gd,4,Typ,NA,Detchd,2005.0,RFn,2.0,480.0,TA,TA,Y,WD ,Normal,147400
FV,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7,2005,2005,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,600.0,GasA,Ex,Y,SBrkr,520,2,Gd,4,Typ,NA,Detchd,2005.0,RFn,2.0,480.0,TA,TA,Y,WD ,Normal,149900
FV,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,2005,2005,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,600.0,GasA,Ex,Y,SBrkr,520,2,Gd,4,Typ,NA,Detchd,2005.0,RFn,2.0,480.0,TA,TA,Y,WD ,Abnorml,144152
FV,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,2000,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,513.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,756.0,GasA,Ex,Y,SBrkr,768,2,Gd,4,Typ,NA,Detchd,2000.0,Unf,2.0,440.0,TA,TA,Y,WD ,Normal,166000
FV,Pave,Reg,Lvl,AllPub,FR3,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,1999,1999,Hip,CompShg,MetalSd,MetalSd,BrkFace,218.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,691.0,GasA,Ex,Y,SBrkr,713,2,Gd,6,Typ,NA,Detchd,1999.0,Unf,2.0,506.0,TA,TA,Y,WD ,Normal,183900
FV,Pave,Reg,Lvl,AllPub,FR2,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7,2000,2000,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,673.0,GasA,Ex,Y,SBrkr,673,2,Gd,6,Typ,NA,Detchd,2000.0,Unf,2.0,490.0,TA,TA,Y,WD ,Normal,165000
FV,Pave,IR1,Lvl,AllPub,FR2,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,530.0,GasA,Ex,Y,SBrkr,530,2,Gd,4,Typ,NA,Attchd,2003.0,RFn,2.0,496.0,TA,TA,Y,WD ,Normal,139000
FV,Pave,IR1,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,1997,1998,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,569.0,GasA,Ex,Y,SBrkr,854,2,Gd,6,Typ,TA,BuiltIn,1997.0,Unf,1.0,434.0,TA,TA,Y,WD ,Normal,200000
FV,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,2001,2002,Gable,CompShg,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,1568.0,GasA,Ex,Y,SBrkr,1568,2,Gd,6,Typ,TA,Attchd,2001.0,RFn,2.0,564.0,TA,TA,Y,WD ,Normal,221000
RL,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Veenker,Norm,Norm,TwnhsE,1Story,8,1995,1996,Hip,CompShg,BrkFace,BrkFace,None,0.0,Gd,Gd,PConc,Gd,Gd,Av,LwQ,GLQ,1494.0,GasA,Ex,Y,SBrkr,1494,1,Ex,6,Typ,Gd,Attchd,1995.0,Fin,2.0,481.0,TA,TA,Y,WD ,Normal,270000
RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,6,1977,1977,Gable,CompShg,Plywood,Plywood,None,0.0,Gd,TA,CBlock,Gd,TA,No,ALQ,Unf,1208.0,GasA,TA,Y,SBrkr,1208,1,TA,6,Typ,TA,Attchd,1977.0,RFn,2.0,546.0,TA,TA,Y,WD ,Normal,165000
RL,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Greens,Norm,Norm,Twnhs,1Story,8,1980,1980,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,CBlock,Gd,TA,Gd,GLQ,LwQ,1235.0,GasA,Gd,Y,SBrkr,1235,1,TA,4,Typ,TA,Attchd,1980.0,Fin,2.0,484.0,TA,TA,Y,WD ,Normal,214000
RL,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Greens,Norm,Norm,Twnhs,1Story,8,1980,1980,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,CBlock,Gd,TA,Gd,GLQ,Unf,1036.0,GasA,TA,Y,SBrkr,1036,1,Gd,4,Typ,TA,Detchd,1980.0,Fin,2.0,484.0,TA,TA,Y,WD ,Normal,188000
RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,Greens,Norm,Norm,TwnhsE,1Story,8,1980,1980,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,CBlock,Gd,TA,Gd,GLQ,Unf,1226.0,GasA,TA,Y,SBrkr,1226,1,Gd,4,Typ,Fa,Attchd,1980.0,Fin,2.0,484.0,TA,TA,Y,WD ,Normal,190000
RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,Greens,Norm,Norm,Twnhs,1Story,8,1978,1978,Gable,CompShg,Wd Sdng,Plywood,None,0.0,Gd,TA,CBlock,Gd,TA,Gd,GLQ,Rec,1226.0,GasA,TA,Y,SBrkr,1226,1,Gd,4,Typ,TA,Attchd,1978.0,Fin,2.0,484.0,TA,TA,Y,WD ,Normal,170000
RL,Pave,IR1,Low,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,9,1981,1987,Gable,WdShngl,WdShing,Wd Shng,None,0.0,Gd,TA,CBlock,Ex,TA,Gd,GLQ,Unf,1842.0,GasA,Gd,Y,SBrkr,1842,0,Gd,5,Typ,Gd,Attchd,1981.0,Fin,3.0,894.0,TA,TA,Y,WD ,Normal,385000
RL,Pave,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,RRAn,Feedr,2fmCon,1Story,5,1972,1972,Gable,CompShg,Plywood,Plywood,BrkFace,144.0,TA,TA,CBlock,Gd,TA,No,GLQ,Unf,1153.0,GasA,Ex,Y,SBrkr,1193,2,TA,6,Typ,NA,Attchd,1972.0,Fin,2.0,501.0,TA,TA,Y,WD ,Normal,146500
RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,7,1968,1992,Gable,CompShg,MetalSd,MetalSd,BrkFace,143.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,570.0,GasA,Gd,Y,SBrkr,1222,3,Gd,8,Typ,TA,Attchd,1968.0,RFn,2.0,487.0,TA,TA,Y,WD ,Normal,170000
RL,Pave,IR2,Lvl,AllPub,CulDSac,Gtl,NWAmes,PosN,Norm,1Fam,1Story,7,1968,2003,Hip,CompShg,BrkFace,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,Rec,1568.0,GasA,TA,Y,SBrkr,2156,2,TA,9,Typ,Gd,Attchd,1968.0,RFn,2.0,508.0,Gd,TA,Y,WD ,Normal,262500
RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,1968,1968,Gable,CompShg,HdBoard,HdBoard,BrkFace,420.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,708.0,GasA,Gd,Y,SBrkr,708,2,TA,7,Typ,TA,Attchd,1968.0,RFn,2.0,776.0,TA,TA,Y,WD ,Normal,179900
RL,Pave,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,PosA,Norm,1Fam,2Story,6,1968,1984,Gable,CompShg,HdBoard,HdBoard,BrkFace,220.0,TA,TA,CBlock,TA,TA,Mn,BLQ,Unf,1054.0,GasA,TA,Y,SBrkr,1512,2,Gd,9,Typ,Gd,Attchd,1968.0,Unf,2.0,619.0,TA,TA,Y,WD ,Normal,250000
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,1972,1972,Gable,CompShg,VinylSd,VinylSd,None,288.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,732.0,GasA,Gd,Y,SBrkr,1012,1,TA,8,Min2,TA,Attchd,1972.0,RFn,2.0,484.0,TA,TA,Y,WD ,Normal,165150
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,1Story,7,1967,1967,Hip,CompShg,HdBoard,HdBoard,BrkFace,264.0,TA,TA,CBlock,TA,TA,No,BLQ,LwQ,1334.0,GasA,Gd,Y,SBrkr,1334,2,TA,7,Typ,NA,Attchd,1967.0,RFn,2.0,477.0,TA,TA,Y,WD ,Normal,164500
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,1969,1969,Hip,CompShg,HdBoard,HdBoard,BrkFace,168.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,1164.0,GasA,TA,Y,SBrkr,1164,1,TA,6,Typ,NA,Attchd,1969.0,Unf,2.0,528.0,TA,TA,Y,COD,Normal,140000
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,1967,1967,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,TA,TA,Av,ALQ,Rec,980.0,GasA,Gd,Y,SBrkr,980,2,TA,6,Typ,NA,Attchd,1967.0,Fin,1.0,384.0,TA,TA,Y,WD ,Normal,135500
RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,1968,1968,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,1051.0,GasA,Gd,Y,SBrkr,1051,1,TA,6,Typ,NA,Attchd,1968.0,RFn,2.0,504.0,TA,TA,Y,WD ,Normal,142000
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,2Story,5,1968,1968,Gable,CompShg,HdBoard,HdBoard,BrkFace,300.0,TA,TA,CBlock,Gd,Fa,Mn,ALQ,Rec,900.0,GasA,Ex,Y,SBrkr,884,1,TA,7,Typ,NA,Attchd,1968.0,RFn,2.0,530.0,TA,TA,Y,WD ,Normal,155000
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6,1968,2004,Hip,CompShg,HdBoard,HdBoard,BrkFace,203.0,TA,TA,CBlock,TA,TA,Av,ALQ,Unf,976.0,GasA,TA,Y,SBrkr,976,1,Gd,4,Typ,Fa,Attchd,1968.0,RFn,2.0,504.0,TA,TA,Y,WD ,Abnorml,157500
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,1968,1968,Hip,CompShg,HdBoard,HdBoard,BrkFace,168.0,TA,TA,CBlock,TA,TA,Av,BLQ,Unf,1052.0,GasA,Gd,Y,SBrkr,1052,1,TA,5,Typ,NA,Attchd,1968.0,RFn,1.0,288.0,TA,TA,Y,WD ,Normal,138500
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,SFoyer,5,1968,1968,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,Unf,833.0,GasA,Gd,Y,SBrkr,898,1,TA,6,Typ,NA,Attchd,1968.0,RFn,1.0,326.0,TA,TA,Y,WD ,Normal,140000
RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,1966,1966,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,1051.0,GasA,TA,Y,SBrkr,1051,1,TA,6,Typ,NA,Attchd,1966.0,RFn,1.0,264.0,TA,TA,Y,WD ,Normal,124400
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,1967,1967,Gable,CompShg,MetalSd,MetalSd,BrkFace,140.0,TA,TA,PConc,TA,TA,Av,ALQ,Rec,1141.0,GasA,Gd,Y,SBrkr,1141,1,TA,6,Typ,NA,Attchd,1967.0,Unf,1.0,568.0,TA,TA,Y,WD ,Normal,158000
RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,1965,1998,Hip,CompShg,MetalSd,MetalSd,BrkFace,166.0,TA,TA,CBlock,TA,TA,Mn,GLQ,Unf,864.0,GasA,Gd,Y,SBrkr,1200,1,Gd,6,Typ,NA,Detchd,1977.0,Unf,2.0,884.0,TA,TA,Y,WD ,Normal,146000
RL,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,1971,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,252.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,825.0,GasA,Gd,Y,SBrkr,1097,2,TA,8,Typ,Gd,Attchd,1971.0,RFn,2.0,495.0,TA,TA,Y,WD ,Normal,190000
RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,1961,1961,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,1050.0,GasA,TA,Y,SBrkr,1050,1,TA,6,Typ,NA,Attchd,1961.0,Unf,1.0,368.0,TA,TA,Y,COD,Normal,136500
RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,1958,1958,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,LwQ,864.0,GasA,TA,Y,SBrkr,864,1,TA,5,Typ,NA,Detchd,1964.0,Unf,2.0,624.0,TA,TA,Y,WD ,Normal,129900
RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,Duplex,1Story,5,1959,2005,Gable,CompShg,MetalSd,MetalSd,BrkFace,122.0,TA,TA,CBlock,TA,TA,No,LwQ,Unf,1626.0,GasA,Ex,Y,SBrkr,1712,2,TA,8,Typ,NA,Attchd,2005.0,Fin,2.0,588.0,TA,TA,Y,WD ,Family,145000
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,RRAn,Norm,2fmCon,1Story,6,1965,2000,Hip,CompShg,BrkFace,VinylSd,None,0.0,TA,Gd,PConc,TA,TA,Mn,ALQ,BLQ,1187.0,GasA,Ex,Y,SBrkr,1565,2,Gd,7,Min1,TA,Attchd,1965.0,RFn,1.0,299.0,TA,TA,Y,WD ,Abnorml,185900
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,1964,1964,Hip,CompShg,HdBoard,HdBoard,BrkFace,425.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,1251.0,GasA,TA,Y,SBrkr,1251,1,TA,6,Typ,Gd,Attchd,1964.0,RFn,1.0,461.0,TA,TA,Y,WD ,Normal,160000
RL,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,1964,1964,Hip,CompShg,HdBoard,HdBoard,BrkFace,112.0,TA,TA,CBlock,TA,TA,No,ALQ,LwQ,1008.0,GasA,Ex,Y,SBrkr,1488,1,TA,7,Typ,Gd,Attchd,1964.0,Fin,2.0,430.0,TA,TA,Y,WD ,Normal,167000
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,5,1964,1964,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,720.0,GasA,Gd,Y,SBrkr,720,1,TA,7,Typ,Po,Attchd,1964.0,Fin,2.0,480.0,TA,TA,Y,WD ,Normal,157500
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,2fmCon,SLvl,6,1958,1958,Hip,CompShg,HdBoard,HdBoard,BrkFace,105.0,TA,Fa,CBlock,TA,TA,Gd,ALQ,Unf,588.0,GasA,TA,Y,SBrkr,1095,1,TA,6,Typ,NA,Attchd,1958.0,RFn,1.0,264.0,TA,TA,Y,ConLD,Normal,140000
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,1958,1991,Gable,CompShg,Plywood,Plywood,BrkFace,85.0,TA,TA,CBlock,TA,TA,No,Rec,BLQ,1008.0,GasA,TA,Y,FuseA,1053,1,Ex,6,Typ,NA,2Types,1998.0,RFn,2.0,750.0,TA,TA,Y,WD ,Abnorml,150000
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,1960,1960,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,88.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,1248.0,GasA,Ex,Y,SBrkr,1248,1,TA,6,Typ,NA,Attchd,1960.0,Unf,1.0,286.0,TA,TA,Y,WD ,Normal,151500
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,1934,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,816.0,GasA,Ex,Y,SBrkr,816,1,TA,4,Typ,Fa,Attchd,1949.0,Unf,1.0,240.0,TA,TA,Y,WD ,Normal,129800
RL,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,1954,1954,Gable,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,1008.0,GasA,Gd,Y,SBrkr,1008,1,TA,4,Typ,Gd,Attchd,1954.0,RFn,1.0,275.0,TA,TA,Y,WD ,Normal,137000
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,1947,1950,Hip,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,938.0,GasA,Ex,Y,SBrkr,1043,1,TA,5,Typ,Gd,Detchd,1947.0,Unf,1.0,273.0,TA,TA,Y,WD ,Normal,137000
RL,Pave,IR1,Lvl,AllPub,Inside,Mod,BrkSide,Feedr,Norm,1Fam,1.5Fin,4,1946,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,747.0,GasA,TA,Y,SBrkr,774,1,TA,5,Typ,NA,Detchd,1946.0,Unf,1.0,305.0,TA,TA,Y,WD ,Abnorml,121600
RL,Pave,IR1,Bnk,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,4,1923,1958,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,Unf,440.0,GasA,TA,Y,FuseA,869,1,Fa,4,Typ,NA,NA,0.0,NA,0.0,0.0,NA,NA,Y,WD ,Normal,85500
RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,4,1926,1953,Gable,CompShg,MetalSd,MetalSd,BrkFace,108.0,TA,Gd,PConc,Fa,TA,Mn,Unf,Unf,600.0,GasA,Gd,Y,SBrkr,747,1,TA,5,Typ,NA,Detchd,1953.0,Unf,2.0,528.0,TA,TA,Y,WD ,Normal,79900
RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Feedr,1Fam,1.5Fin,5,1908,1991,Gable,CompShg,AsbShng,Plywood,None,0.0,TA,TA,PConc,Fa,TA,No,Unf,Unf,504.0,GasA,Gd,Y,SBrkr,936,1,TA,5,Typ,NA,Attchd,1986.0,Unf,2.0,576.0,TA,TA,Y,WD ,Normal,127000
